msg_type,repeat,mmsi,year,month,day,hour,minute,second,accuracy,lon,lat,epfd,spare,raim,radio,time,ais_version,imo,callsign,shipname,ship_type,to_bow,to_stern,to_port,to_starboard,draught,destination,dte,status,turn,speed,course,heading,maneuver,reserved,reserved_2,cs,display,dsc,band,msg22,assigned,dac,fid,data,aid_type,name,off_position,regional,virtual_aid,name_ext,offset1,number1,timeout1,increment1,offset2,number2,timeout2,increment2,offset3,number3,timeout3,increment3,offset4,number4,timeout4,increment4,partno,spare_1,vendorid,model,serial,spare_2
21,1,992306006-A-21,,,,,,51,0,21.56055,63.082772,0,0,FALSE,,1662517974,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,FALSE,,,,25,LJY 3,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,
21,1,992304001-A-21,,,,,,51,0,20.81312,59.472678,0,0,FALSE,,1662517974,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,FALSE,,,,0,SUOMEN LEIJONA,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,
3,0,276010310-B-3-Moored,,,,,,52,0,24.720602,59.458412,,0,FALSE,84538,1662517974,,,,,,,,,,,,,5,-12,0,111.5,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276012650-A-24,,,,,,,,,,,,,,1662517974,,,,ASTRID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
21,0,992761005-A-21,,,,,,50,0,25.072615,59.628158,1,0,FALSE,,1662517974,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,FALSE,,,,20,BUOY-162,FALSE,228,FALSE,,,,,,,,,,,,,,,,,,,,,,,
1,0,276432000-A-1-UnderWayUsingEngine,,,,,,53,1,24.719738,59.45774,,0,FALSE,34819,1662517975,,,,,,,,,,,,,0,0,0,127,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276785000-B-1-UnderWayUsingEngine,,,,,,54,1,24.351105,59.567205,,0,TRUE,2251,1662517975,,,,,,,,,,,,,0,-128,8.5,120.8,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276001840-B-1-Undefined,,,,,,60,0,24.814017,59.499362,,0,TRUE,133348,1662517975,,,,,,,,,,,,,15,-128,0.1,239.3,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276007600-A-24,,,,,,,,,,,,,,1662517975,,,ES3391,,37,7,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,AMC,0,0,0
1,0,276853000-A-1-UnderWayUsingEngine,,,,,,55,1,24.814782,59.498558,,0,FALSE,2268,1662517976,,,,,,,,,,,,,0,0,0,282.5,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276636000-B-1-UnderWaySailing,,,,,,55,0,24.71045,59.460083,,0,FALSE,67623,1662517976,,,,,,,,,,,,,8,-127,0.5,198.8,231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,55,1,24.320107,59.533915,,0,TRUE,4337,1662517976,,,,,,,,,,,,,3,0,11.6,182.3,179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276260000-A-1-UnderWayUsingEngine,,,,,,55,0,24.7141,59.462693,,0,FALSE,2270,1662517976,,,,,,,,,,,,,0,0,0,116.3,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276005280-A-1-UnderWayUsingEngine,,,,,,56,0,24.669645,59.451767,,0,FALSE,22024,1662517976,,,,,,,,,,,,,0,0,0,272.5,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-B-18,,,,,,56,1,24.758493,59.570928,,,TRUE,2232,1662517977,,,,,,,,,,,,,,,4.6,339,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,230665000-B-5,,9,2,16,41,,,,,1,FALSE,,,1662517977,2,8322765,OJRS,SILVERFORS,30,29,12,6,4,5,MIIDURANNA.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276702000-B-1-UnderWayUsingEngine,,,,,,56,1,24.793678,59.558523,,0,FALSE,49239,1662517977,,,,,,,,,,,,,0,-128,0,360,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276835000-A-3-UnderWayUsingEngine,,,,,,56,0,24.709233,59.459048,,0,FALSE,131072,1662517977,,,,,,,,,,,,,0,127,1,182.2,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,309175000-B-1-UnderWayUsingEngine,,,,,,56,1,24.701352,59.68875,,0,TRUE,67671,1662517977,,,,,,,,,,,,,0,-11,9,133.2,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276787000-A-1-UnderWayUsingEngine,,,,,,57,0,24.671368,59.451512,,0,FALSE,22024,1662517977,,,,,,,,,,,,,0,-128,0,334.7,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276675000-A-1-UnderWayUsingEngine,,,,,,0,0,24.793167,59.5585,,0,FALSE,2255,1662517977,,,,,,,,,,,,,0,0,0,270.3,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,636020457-A-3-Moored,,,,,,58,0,24.650927,59.460133,,0,FALSE,87610,1662517978,,,,,,,,,,,,,5,0,0,245.5,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-A-3-UnderWaySailing,,,,,,57,0,24.710433,59.460083,,0,FALSE,8048,1662517979,,,,,,,,,,,,,8,-127,0.5,204.7,228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276829000-B-1-UnderWayUsingEngine,,,,,,57,1,24.741333,59.67975,,2,FALSE,49300,1662517979,,,,,,,,,,,,,0,0,22,22.9,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276816000-A-3-Moored,,,,,,58,1,24.941823,59.497113,,2,FALSE,84458,1662517979,,,,,,,,,,,,,5,0,0,154,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276835000-B-3-UnderWayUsingEngine,,,,,,58,0,24.709225,59.45904,,0,FALSE,131072,1662517979,,,,,,,,,,,,,0,0,1,188.5,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,2,58,0,24.640205,60.177333,0,0,TRUE,22024,1662517979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276330000-A-1-UnderWayUsingEngine,,,,,,58,1,24.792167,59.558767,,0,FALSE,49266,1662517979,,,,,,,,,,,,,0,0,0,322,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,59,1,24.320082,59.533693,,0,TRUE,0,1662517980,,,,,,,,,,,,,3,127,12,183.3,181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766140-A-4,2022,9,7,11,2,58,0,24.84,59.516667,0,0,FALSE,180406,1662517980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766160-A-4,2022,9,7,11,2,58,0,25.500053,59.645888,0,0,FALSE,229386,1662517980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276003580-A-1-UnderWayUsingEngine,,,,,,0,1,24.669495,59.451382,,0,FALSE,81966,1662517981,,,,,,,,,,,,,0,0,0,210.3,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276538000-B-1-UnderWayUsingEngine,,,,,,59,0,24.713998,59.462525,,0,FALSE,49247,1662517981,,,,,,,,,,,,,0,-128,0,0,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-A-18,,,,,,1,1,24.75842,59.571015,,,TRUE,81966,1662517982,,,,,,,,,,,,,,,3.4,331.3,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276385000-A-1-UnderWayUsingEngine,,,,,,1,1,24.8146,59.498988,,0,TRUE,32833,1662517982,,,,,,,,,,,,,0,0,0,360,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-B-3-UnderWaySailing,,,,,,1,0,24.710433,59.460067,,0,FALSE,3328,1662517982,,,,,,,,,,,,,8,-127,0.6,206.5,222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276841000-B-1-UnderWayUsingEngine,,,,,,2,0,24.814307,59.49916,,0,FALSE,65624,1662517982,,,,,,,,,,,,,0,0,0,280,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-A-4,2022,9,7,11,3,1,0,24.640205,60.177333,0,0,TRUE,2250,1662517983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276835000-A-1-UnderWayUsingEngine,,,,,,2,0,24.70922,59.459018,,0,FALSE,163959,1662517983,,,,,,,,,,,,,0,127,1.1,187.5,208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276645000-B-1-UnderWaySailing,,,,,,1,0,24.792425,59.558642,,0,FALSE,98428,1662517983,,,,,,,,,,,,,8,-128,0,24.9,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276001930-A-18,,,,,,3,0,24.810045,59.471007,,,TRUE,917510,1662517983,,,,,,,,,,,,,,,5.1,279.1,511,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276432000-B-1-UnderWayUsingEngine,,,,,,2,1,24.719738,59.45774,,0,FALSE,65699,1662517984,,,,,,,,,,,,,0,0,0,127,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276785000-A-1-UnderWayUsingEngine,,,,,,4,1,24.351743,59.567007,,0,TRUE,2218,1662517985,,,,,,,,,,,,,0,-128,8.2,126.2,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276636000-A-1-UnderWaySailing,,,,,,4,0,24.710417,59.460067,,0,FALSE,2273,1662517985,,,,,,,,,,,,,8,-127,0.7,207.4,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,992761001-A-21,,,,,,0,0,25.188947,59.585665,1,0,FALSE,,1662517985,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,FALSE,,,,23,BUOY-148,FALSE,228,FALSE,,,,,,,,,,,,,,,,,,,,,,,
1,0,276001840-A-1-Undefined,,,,,,60,0,24.814022,59.499363,,0,TRUE,245882,1662517985,,,,,,,,,,,,,15,-128,0.1,243.1,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276010300-B-18,,,,,,5,0,24.731538,59.453527,,,FALSE,610554,1662517985,,,,,,,,,,,,,,,0,360,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276853000-B-1-UnderWayUsingEngine,,,,,,5,1,24.814778,59.498558,,0,FALSE,32982,1662517986,,,,,,,,,,,,,0,0,0,304.1,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,3,4,0,24.640203,60.177333,0,0,TRUE,2250,1662517986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,309175000-A-1-UnderWayUsingEngine,,,,,,5,1,24.701877,59.688495,,0,TRUE,65764,1662517986,,,,,,,,,,,,,0,13,8.8,134,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-B-18,,,,,,5,1,24.758352,59.571075,,,TRUE,49198,1662517986,,,,,,,,,,,,,,,2.7,329.3,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,5,1,24.320012,59.533363,,0,TRUE,4177,1662517986,,,,,,,,,,,,,3,0,11.7,187.2,184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276787000-B-1-UnderWayUsingEngine,,,,,,6,0,24.671372,59.451532,,0,FALSE,98547,1662517987,,,,,,,,,,,,,0,-128,0,334.1,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276702000-A-1-UnderWayUsingEngine,,,,,,6,1,24.793683,59.558543,,0,FALSE,33023,1662517987,,,,,,,,,,,,,0,-128,0.1,82,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276005280-B-1-UnderWayUsingEngine,,,,,,6,0,24.669645,59.451767,,0,FALSE,65794,1662517987,,,,,,,,,,,,,0,0,0,308.1,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-B-3-UnderWaySailing,,,,,,6,0,24.710417,59.46005,,0,FALSE,8624,1662517988,,,,,,,,,,,,,8,0,0.7,203.8,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276260000-B-1-UnderWayUsingEngine,,,,,,6,0,24.714103,59.462695,,0,FALSE,65817,1662517988,,,,,,,,,,,,,0,0,0,351,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,538008636-A-1-UnderWayUsingEngine,,,,,,40,0,24.54938,59.79396,,0,FALSE,22028,1662517988,,,,,,,,,,,,,0,0,12.9,258.4,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276675000-B-1-UnderWayUsingEngine,,,,,,0,0,24.793167,59.5585,,0,FALSE,81984,1662517988,,,,,,,,,,,,,0,0,0,273.3,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,002300057-A-8,,,,,,,,,,,0,,,1662517988,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2.72E+88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,002766140-A-20,,,,,,,,,,,0,,,1662517988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,1125,1938,1,7,250,0,,,,,,,,,,,,,
5,0,276837000-B-5,,12,1,22,0,,,,,1,FALSE,,,1662517990,2,9823089,ESKX,AGAR,52,12,13,5,4,3.6,VENEBALTI,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276807000-B-3-Moored,,,,,,9,1,24.769915,59.445602,,0,TRUE,84810,1662517990,,,,,,,,,,,,,5,0,0,306,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,9,1,24.319957,59.53315,,0,TRUE,0,1662517990,,,,,,,,,,,,,3,-127,11.7,186.1,183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276330000-B-1-UnderWayUsingEngine,,,,,,8,1,24.792167,59.558767,,0,FALSE,65909,1662517990,,,,,,,,,,,,,0,0,0,319,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766140-B-4,2022,9,7,11,3,9,0,24.84,59.516667,0,0,FALSE,180406,1662517990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766160-B-4,2022,9,7,11,3,9,0,25.500053,59.645888,0,0,FALSE,153100,1662517990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-A-18,,,,,,10,1,24.758298,59.57112,,,TRUE,65943,1662517991,,,,,,,,,,,,,,,2.1,332.8,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276538000-A-1-UnderWayUsingEngine,,,,,,9,0,24.713998,59.462525,,0,FALSE,33177,1662517991,,,,,,,,,,,,,0,-128,0,0,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276385000-B-1-UnderWayUsingEngine,,,,,,11,1,24.814603,59.49899,,0,TRUE,2242,1662517992,,,,,,,,,,,,,0,0,0,58.5,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-A-3-UnderWaySailing,,,,,,11,0,24.7104,59.460033,,0,FALSE,4416,1662517992,,,,,,,,,,,,,8,0,0.8,199.7,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276004450-A-18,,,,,,11,1,24.82174,59.470285,,,TRUE,917510,1662517992,,,,,,,,,,,,,,,6.2,292.6,511,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276841000-A-1-UnderWayUsingEngine,,,,,,11,0,24.814303,59.49918,,0,FALSE,2207,1662517992,,,,,,,,,,,,,0,0,0,315.1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,3,11,0,24.640203,60.177335,0,0,TRUE,2250,1662517993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,12,1,24.319925,59.532988,,0,TRUE,4048,1662517993,,,,,,,,,,,,,3,-127,11.9,185.6,181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276835000-B-1-UnderWayUsingEngine,,,,,,13,0,24.709182,59.458972,,0,FALSE,213073,1662517993,,,,,,,,,,,,,0,127,1.1,202.2,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,311000855-A-3-AtAnchor,,,,,,27,0,24.509633,59.520008,,0,FALSE,393216,1662517994,,,,,,,,,,,,,1,0,0,57.2,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276645000-A-1-UnderWaySailing,,,,,,12,0,24.792422,59.558645,,0,FALSE,2179,1662517994,,,,,,,,,,,,,8,-128,0,308.9,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276432000-A-1-UnderWayUsingEngine,,,,,,12,1,24.719738,59.45774,,0,FALSE,49246,1662517994,,,,,,,,,,,,,0,0,0,127,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276636000-B-1-UnderWaySailing,,,,,,14,0,24.710383,59.460017,,0,FALSE,33330,1662517995,,,,,,,,,,,,,8,0,1.1,207.7,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276853000-A-1-UnderWayUsingEngine,,,,,,14,1,24.814775,59.49856,,0,FALSE,66102,1662517995,,,,,,,,,,,,,0,0,0,304.4,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276785000-B-1-UnderWayUsingEngine,,,,,,14,1,24.352382,59.566807,,0,TRUE,82014,1662517995,,,,,,,,,,,,,0,-128,8.4,119.7,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276007380-B-24,,,,,,,,,,,,,,1662517995,,,ES3365,,36,9,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SRT,2,284698,60
3,0,276008340-B-3-Moored,,,,,,15,1,24.701067,59.4557,,0,TRUE,86250,1662517995,,,,,,,,,,,,,5,-128,0,47.5,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276001840-B-1-Undefined,,,,,,60,0,24.814027,59.499363,,0,TRUE,164411,1662517995,,,,,,,,,,,,,15,-128,0,247.3,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,002300108-A-20,,,,,,,,,,,0,,,1662517996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756,1,1,250,2250,1,2,1125,0,,,,,,,,,,,,,
18,0,276007420-B-18,,,,,,15,1,24.758265,59.57115,,,TRUE,66127,1662517996,,,,,,,,,,,,,,,1.6,325.9,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276012340-A-18,,,,,,15,1,24.729778,59.453335,,,TRUE,610330,1662517996,,,,,,,,,,,,,,,0,360,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,309175000-B-1-UnderWayUsingEngine,,,,,,16,1,24.702508,59.688175,,0,TRUE,66145,1662517996,,,,,,,,,,,,,0,14,8.8,134.5,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276787000-A-1-UnderWayUsingEngine,,,,,,16,0,24.671422,59.451522,,0,FALSE,49235,1662517996,,,,,,,,,,,,,0,-128,0,335.4,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276005280-A-1-UnderWayUsingEngine,,,,,,16,0,24.669645,59.451767,,0,FALSE,2236,1662517996,,,,,,,,,,,,,0,0,0,135.6,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,15,1,24.319893,59.532822,,0,TRUE,3969,1662517996,,,,,,,,,,,,,3,0,11.9,186,181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,276008340-A-5,,8,19,19,0,,,,,0,FALSE,,,1662517997,1,0,ES2663,PANTU,52,7,5,2,1,1.8,EEPAS,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276009510-B-18,,,,,,16,0,24.73772,59.453267,,,FALSE,917510,1662517997,,,,,,,,,,,,,,,0,98.4,511,,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276829000-A-1-UnderWayUsingEngine,,,,,,15,1,24.742728,59.681445,,2,FALSE,114835,1662517997,,,,,,,,,,,,,0,0,22.1,22.9,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276702000-B-1-UnderWayUsingEngine,,,,,,17,1,24.793682,59.558543,,0,FALSE,22028,1662517997,,,,,,,,,,,,,0,-128,0.1,82,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276260000-A-1-UnderWayUsingEngine,,,,,,16,0,24.714108,59.462698,,0,FALSE,2233,1662517997,,,,,,,,,,,,,0,0,0,316.2,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276010760-B-24,,,,,,,,,,,,,,1662517998,,,,VKA-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
3,0,232033027-A-3-Moored,,,,,,18,0,24.945967,59.49563,,0,FALSE,84666,1662517998,,,,,,,,,,,,,5,0,0,150.4,223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276012100-A-18,,,,,,17,0,24.602962,59.451487,,,FALSE,917510,1662517998,,,,,,,,,,,,,,,0,12.9,511,,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276675000-A-1-UnderWayUsingEngine,,,,,,0,0,24.793167,59.5585,,0,FALSE,33442,1662517998,,,,,,,,,,,,,0,0,0,272.7,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,276798000-B-5,,9,7,17,0,,,,,1,FALSE,,,1662517998,1,9580431,ES2908,JAKOB PREI,90,10,13,10,3,2.7,SURVEY CPA:0.5NM,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276010760-B-24,,,,,,,,,,,,,,1662517998,,,ES3699,,37,8,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,VSP,5,10506,12
3,0,304047000-A-3-Moored,,,,,,18,0,24.71118,59.46095,,0,FALSE,108432,1662517999,,,,,,,,,,,,,5,-128,0,276.4,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,3,18,0,24.640202,60.177333,0,0,TRUE,2250,1662517999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-A-3-UnderWaySailing,,,,,,18,0,24.71035,59.46,,0,FALSE,7920,1662517999,,,,,,,,,,,,,8,0,1.4,210.8,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276330000-A-1-UnderWayUsingEngine,,,,,,18,1,24.792167,59.558767,,0,FALSE,2300,1662518000,,,,,,,,,,,,,0,0,0,324,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,19,1,24.319848,59.532603,,0,TRUE,0,1662518000,,,,,,,,,,,,,3,-127,11.3,185.2,180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766140-A-4,2022,9,7,11,3,18,0,24.84,59.516667,0,0,FALSE,245943,1662518000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766160-A-4,2022,9,7,11,3,18,0,25.500053,59.645888,0,0,FALSE,180369,1662518000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276003580-A-1-UnderWayUsingEngine,,,,,,20,1,24.669495,59.451382,,0,FALSE,33537,1662518001,,,,,,,,,,,,,0,0,0,158.6,166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,304047000-B-5,,8,13,12,0,,,,,1,FALSE,,,1662518001,1,9519808,V2HS7,KESSU,70,92,11,10,5,2,EE TLL,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276009510-B-24,,,,,,,,,,,,,,1662518001,,,,VENUS SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
